,Simulation,Observation,Variable,Study
38,0.33253695408409545,0.4,kec,Wardle and Parkinson (1990)
39,0.33253695408409545,0.346,kec,Wardle and Parkinson (1990)
0,49.9583680266445,49.9583680266445,S,Marstorp and Witter (1999)
1,49.71027973329242,,S,Marstorp and Witter (1999)
2,49.39941917144612,39.8509263670649,S,Marstorp and Witter (1999)
3,49.0704680818711,,S,Marstorp and Witter (1999)
4,48.777438398825666,30.723060551145,S,Marstorp and Witter (1999)
5,48.476483657637885,,S,Marstorp and Witter (1999)
6,48.272279815732524,,S,Marstorp and Witter (1999)
7,48.01369832298611,30.500429677586,S,Marstorp and Witter (1999)
8,47.85700903987455,,S,Marstorp and Witter (1999)
9,47.751975527127165,,S,Marstorp and Witter (1999)
10,47.59363302398227,,S,Marstorp and Witter (1999)
11,47.43441140183931,,S,Marstorp and Witter (1999)
12,47.32781018097628,19.5915168731939,S,Marstorp and Witter (1999)
13,47.16727358518725,,S,Marstorp and Witter (1999)
14,47.05984932234765,,S,Marstorp and Witter (1999)
15,46.84410373842154,,S,Marstorp and Witter (1999)
16,46.735806668969495,,S,Marstorp and Witter (1999)
17,46.572860527312955,0.890523494236081,S,Marstorp and Witter (1999)
18,46.463909613224494,,S,Marstorp and Witter (1999)
19,46.30002368190959,,S,Marstorp and Witter (1999)
20,46.08068922789701,,S,Marstorp and Witter (1999)
21,45.970685084477246,,S,Marstorp and Witter (1999)
22,45.80527370799311,0.890523494236081,S,Marstorp and Witter (1999)
23,45.528549115402946,,S,Marstorp and Witter (1999)
24,45.25058502179074,,S,Marstorp and Witter (1999)
25,44.91547511303938,,S,Marstorp and Witter (1999)
26,44.52248348654956,,S,Marstorp and Witter (1999)
27,44.24050181100083,,S,Marstorp and Witter (1999)
28,43.73040474556322,,S,Marstorp and Witter (1999)
29,42.87353665016379,0.890523494236081,S,Marstorp and Witter (1999)
30,41.545338788297414,,S,Marstorp and Witter (1999)
31,38.90846840607931,,S,Marstorp and Witter (1999)
32,36.83662293978545,,S,Marstorp and Witter (1999)
33,34.81989704256469,,S,Marstorp and Witter (1999)
34,32.811344904062345,,S,Marstorp and Witter (1999)
35,30.82291315276034,,S,Marstorp and Witter (1999)
36,26.951883640654387,,S,Marstorp and Witter (1999)
37,25.14402290868747,,S,Marstorp and Witter (1999)
38,23.341639096692624,,S,Marstorp and Witter (1999)
39,21.55808749192174,,S,Marstorp and Witter (1999)
40,19.901717468474388,,S,Marstorp and Witter (1999)
41,0.0,0.0,CO2,Marstorp and Witter (1999)
42,0.31591981505946143,0.008871352656646,CO2,Marstorp and Witter (1999)
43,0.6562679454679429,0.032600542098624,CO2,Marstorp and Witter (1999)
44,0.9688881768310418,0.070857514413369,CO2,Marstorp and Witter (1999)
45,1.218802887761419,0.134096735238337,CO2,Marstorp and Witter (1999)
46,1.455914549614275,0.223020961602405,CO2,Marstorp and Witter (1999)
47,1.6085244456131746,0.335527014861182,CO2,Marstorp and Witter (1999)
48,1.7946205166896152,0.499120607792758,CO2,Marstorp and Witter (1999)
49,1.9043199955717147,0.697518338062734,CO2,Marstorp and Witter (1999)
50,1.9767950279778548,0.928798604420278,CO2,Marstorp and Witter (1999)
51,2.0846832298132894,1.20482520589228,CO2,Marstorp and Witter (1999)
52,2.191752617034189,1.54271065806504,CO2,Marstorp and Witter (1999)
53,2.262760659007816,1.9542703817642,CO2,Marstorp and Witter (1999)
54,2.3688236210243465,2.44782781468932,CO2,Marstorp and Witter (1999)
55,2.4392880404922304,3.05049177740157,CO2,Marstorp and Witter (1999)
56,2.579777285402152,3.77571411521204,CO2,Marstorp and Witter (1999)
57,2.6498579303118985,4.61946575147739,CO2,Marstorp and Witter (1999)
58,2.7548410325743236,5.44343181739781,CO2,Marstorp and Witter (1999)
59,2.8247674821012922,6.06784639660365,CO2,Marstorp and Witter (1999)
60,2.929607553398621,6.49827282310138,CO2,Marstorp and Witter (1999)
61,3.0693786241201724,6.81925821001246,CO2,Marstorp and Witter (1999)
62,3.1392852808165874,7.05303393220556,CO2,Marstorp and Witter (1999)
63,3.244200489438827,7.26029728613466,CO2,Marstorp and Witter (1999)
64,3.4192746680823416,7.41260698189923,CO2,Marstorp and Witter (1999)
65,3.594704831473494,7.54194355675537,CO2,Marstorp and Witter (1999)
66,3.805792041137903,7.67134028608546,CO2,Marstorp and Witter (1999)
67,4.052948835054005,7.79195000633347,CO2,Marstorp and Witter (1999)
68,4.230115016516666,7.90888521122895,CO2,Marstorp and Witter (1999)
69,4.550371410091658,8.03555827965568,CO2,Marstorp and Witter (1999)
70,5.088001428550858,8.14378063415918,CO2,Marstorp and Witter (1999)
71,5.921166996337764,8.24401963062133,CO2,Marstorp and Witter (1999)
72,7.575828787551778,8.39189142211409,CO2,Marstorp and Witter (1999)
73,8.876791376648683,8.5462248862519,CO2,Marstorp and Witter (1999)
74,10.14392124469805,8.74758307598931,CO2,Marstorp and Witter (1999)
75,11.406691433399198,8.94949841073534,CO2,Marstorp and Witter (1999)
76,12.657584617768624,9.17575657421306,CO2,Marstorp and Witter (1999)
77,15.095035415963556,9.34629466696939,CO2,Marstorp and Witter (1999)
78,16.23441437535855,9.53297086831751,CO2,Marstorp and Witter (1999)
79,17.371008192692788,9.69567726232789,CO2,Marstorp and Witter (1999)
80,18.49639080096996,9.87323289962733,CO2,Marstorp and Witter (1999)
81,19.542125385945553,10.1125087777154,CO2,Marstorp and Witter (1999)
82,5.168758138857308,5.16875813885731,Flush,Marstorp and Witter (1999)
83,4.727859633836465,,Flush,Marstorp and Witter (1999)
84,4.338953201991967,14.9418265863967,Flush,Marstorp and Witter (1999)
85,4.067473688979392,,Flush,Marstorp and Witter (1999)
86,3.9098131205026507,13.32497246421592,Flush,Marstorp and Witter (1999)
87,3.8055275561361555,,Flush,Marstorp and Witter (1999)
88,3.7591502910870807,,Flush,Marstorp and Witter (1999)
89,3.721498047482647,8.65833424738533,Flush,Marstorp and Witter (1999)
90,3.7077186331371768,,Flush,Marstorp and Witter (1999)
91,3.701604633596484,,Flush,Marstorp and Witter (1999)
92,3.696427228063443,,Flush,Marstorp and Witter (1999)
93,3.6953987144079274,,Flush,Marstorp and Witter (1999)
94,3.696703425472143,14.44809864078266,Flush,Marstorp and Witter (1999)
95,3.701237454833977,,Flush,Marstorp and Witter (1999)
96,3.705769495135016,,Flush,Marstorp and Witter (1999)
97,3.717900598149251,,Flush,Marstorp and Witter (1999)
98,3.7252872942110526,,Flush,Marstorp and Witter (1999)
99,3.73776217155103,10.90170185862697,Flush,Marstorp and Witter (1999)
100,3.7468946196152757,,Flush,Marstorp and Witter (1999)
101,3.7616471434752525,,Flush,Marstorp and Witter (1999)
102,3.782982793065521,,Flush,Marstorp and Witter (1999)
103,3.794253849443023,,Flush,Marstorp and Witter (1999)
104,3.811797984587612,10.15621462063184,Flush,Marstorp and Witter (1999)
105,3.8424553976804234,,Flush,Marstorp and Witter (1999)
106,3.8745121800747797,,Flush,Marstorp and Witter (1999)
107,3.9143653873105695,,Flush,Marstorp and Witter (1999)
108,3.962253171161724,,Flush,Marstorp and Witter (1999)
109,3.997130637162331,,Flush,Marstorp and Witter (1999)
110,4.060908600791746,,Flush,Marstorp and Witter (1999)
111,4.169051759489848,10.34730691686277,Flush,Marstorp and Witter (1999)
112,4.337259043345466,,Flush,Marstorp and Witter (1999)
113,4.669526173547981,9.732157562527451,Flush,Marstorp and Witter (1999)
114,4.928094766255521,,Flush,Marstorp and Witter (1999)
115,5.177521339319851,,Flush,Marstorp and Witter (1999)
116,5.423683458963643,,Flush,Marstorp and Witter (1999)
117,5.665139593801826,,Flush,Marstorp and Witter (1999)
118,6.128714308034449,,Flush,Marstorp and Witter (1999)
119,6.3422378656606915,,Flush,Marstorp and Witter (1999)
120,6.553201168024911,,Flush,Marstorp and Witter (1999)
121,6.7600602387032165,,Flush,Marstorp and Witter (1999)
122,6.95045859769357,8.21600715729911,Flush,Marstorp and Witter (1999)
123,1.0563402133832598,1.05634021338326,DNA,Marstorp and Witter (1999)
124,1.1458425076094614,,DNA,Marstorp and Witter (1999)
125,1.2320705209126848,1.05106510620032,DNA,Marstorp and Witter (1999)
126,1.301119017129193,,DNA,Marstorp and Witter (1999)
127,1.3492870276277489,1.1038161780297,DNA,Marstorp and Witter (1999)
128,1.3896226542556411,,DNA,Marstorp and Witter (1999)
129,1.4131268467805684,,DNA,Marstorp and Witter (1999)
130,1.43954990137995,1.14074192831026,DNA,Marstorp and Witter (1999)
131,1.4541290055881808,,DNA,Marstorp and Witter (1999)
132,1.4634068954711577,,DNA,Marstorp and Witter (1999)
133,1.4767534633881159,,DNA,Marstorp and Witter (1999)
134,1.4895120214507935,,DNA,Marstorp and Witter (1999)
135,1.4977381446635039,1.33592089407895,DNA,Marstorp and Witter (1999)
136,1.5097191225497908,,DNA,Marstorp and Witter (1999)
137,1.5174988555666946,,DNA,Marstorp and Witter (1999)
138,1.5326431914906762,,DNA,Marstorp and Witter (1999)
139,1.540039532657797,,DNA,Marstorp and Witter (1999)
140,1.5509525698912734,1.62605178914052,DNA,Marstorp and Witter (1999)
141,1.5581239454313223,,DNA,Marstorp and Witter (1999)
142,1.5687503340150428,,DNA,Marstorp and Witter (1999)
143,1.5827197163109679,,DNA,Marstorp and Witter (1999)
144,1.589635448776074,,DNA,Marstorp and Witter (1999)
145,1.5999400464079139,1.59967625322583,DNA,Marstorp and Witter (1999)
146,1.616971934082502,,DNA,Marstorp and Witter (1999)
147,1.633880061391152,,DNA,Marstorp and Witter (1999)
148,1.6540731119476528,,DNA,Marstorp and Witter (1999)
149,1.6775715399137867,,DNA,Marstorp and Witter (1999)
150,1.6943503329089136,,DNA,Marstorp and Witter (1999)
151,1.7245939657676603,,DNA,Marstorp and Witter (1999)
152,1.7752376279712225,1.66297753942108,DNA,Marstorp and Witter (1999)
153,1.8536460253093607,,DNA,Marstorp and Witter (1999)
154,2.0095730995125924,1.68407796815283,DNA,Marstorp and Witter (1999)
155,2.1324821194401964,,DNA,Marstorp and Witter (1999)
156,2.2524774836620343,,DNA,Marstorp and Witter (1999)
157,2.3723409876486508,,DNA,Marstorp and Witter (1999)
158,2.4913558421519046,,DNA,Marstorp and Witter (1999)
159,2.7240689329911274,,DNA,Marstorp and Witter (1999)
160,2.83321769466728,,DNA,Marstorp and Witter (1999)
161,2.942334900848507,,DNA,Marstorp and Witter (1999)
162,3.050608405891573,,DNA,Marstorp and Witter (1999)
163,3.151427241642266,1.52054964548177,DNA,Marstorp and Witter (1999)
0,0.3948263173638457,0.42,kec,Glanville et al. (2016)
1,0.3903174225536558,0.4,kec,Glanville et al. (2016)
2,0.3821765771674047,0.39,kec,Glanville et al. (2016)
3,0.36897732075010187,0.39,kec,Glanville et al. (2016)
4,0.35187202913915056,0.37,kec,Glanville et al. (2016)
5,0.3426671481078196,,kec,Glanville et al. (2016)
6,0.33395203058126277,0.37,kec,Glanville et al. (2016)
7,0.3325639046610109,0.36,kec,Glanville et al. (2016)
8,0.3325369540841623,0.29,kec,Glanville et al. (2016)
9,0.33253695408409545,0.29,kec,Glanville et al. (2016)
10,0.33253695408409545,0.28,kec,Glanville et al. (2016)
11,0.33253695408409545,0.25,kec,Glanville et al. (2016)
12,0.33253695408409545,0.25,kec,Glanville et al. (2016)
13,0.33253695408409545,0.25,kec,Glanville et al. (2016)
14,0.33253695408409545,0.29,kec,Glanville et al. (2016)
15,0.3948263173638457,,kec,Glanville et al. (2016)
16,0.3821765771674047,0.38,kec,Glanville et al. (2016)
17,0.36897732075010187,0.36,kec,Glanville et al. (2016)
18,0.35187202913915056,0.35,kec,Glanville et al. (2016)
19,0.3426671481078196,0.34,kec,Glanville et al. (2016)
20,0.33395203058126277,0.33,kec,Glanville et al. (2016)
21,0.3325639046610109,0.31,kec,Glanville et al. (2016)
22,0.3325369540841623,0.31,kec,Glanville et al. (2016)
23,0.33253695408409545,0.28,kec,Glanville et al. (2016)
24,0.33253695408409545,0.28,kec,Glanville et al. (2016)
25,0.33253695408409545,0.28,kec,Glanville et al. (2016)
26,0.33253695408409545,0.26,kec,Glanville et al. (2016)
27,0.33253695408409545,0.21,kec,Glanville et al. (2016)
0,24.9791840133222,24.9791840133222,S,Bremer and van Kessel (1990)
1,23.587460531335424,13.9329999451555,S,Bremer and van Kessel (1990)
2,22.25945355896776,1.45836553371193,S,Bremer and van Kessel (1990)
3,19.77181625296508,0.0,S,Bremer and van Kessel (1990)
4,11.899975654727175,0.0,S,Bremer and van Kessel (1990)
5,3.8744669110262397,0.0,S,Bremer and van Kessel (1990)
6,0.0,0.0,CO2,Bremer and van Kessel (1990)
7,0.7620107242031285,1.20691502955458,CO2,Bremer and van Kessel (1990)
8,1.559062323078344,4.0560259189949,CO2,Bremer and van Kessel (1990)
9,3.113472455364924,7.18213370046413,CO2,Bremer and van Kessel (1990)
10,8.110797357987188,8.88368603721322,CO2,Bremer and van Kessel (1990)
11,13.226572857198102,9.51682179042218,CO2,Bremer and van Kessel (1990)
12,,,kec,Bremer and van Kessel (1990)
13,0.7996681796261511,0.5,kec,Bremer and van Kessel (1990)
14,0.6703560017943555,0.447470817120623,kec,Bremer and van Kessel (1990)
15,0.5308510910405234,0.378599221789883,kec,Bremer and van Kessel (1990)
16,0.38978551699853164,0.359143968871595,kec,Bremer and van Kessel (1990)
17,0.3455340432476737,0.327237354085603,kec,Bremer and van Kessel (1990)
18,0.0,0.0,MBC,Bremer and van Kessel (1990)
19,0.6297127576263035,9.68272053990096,MBC,Bremer and van Kessel (1990)
20,1.1606681237696195,19.2865594460756,MBC,Bremer and van Kessel (1990)
21,2.0938952986382837,17.4525614619396,MBC,Bremer and van Kessel (1990)
22,4.968410995620215,15.9735308295718,MBC,Bremer and van Kessel (1990)
23,7.878144238112874,15.3621981681932,MBC,Bremer and van Kessel (1990)
24,24.9791840133222,24.9791840133222,S,Bremer and van Kessel (1990)
25,23.587460531335424,14.3592914088559,S,Bremer and van Kessel (1990)
26,22.25945355896776,4.48727856526747,S,Bremer and van Kessel (1990)
27,19.77181625296508,0.179491142610698,S,Bremer and van Kessel (1990)
28,11.899975654727175,0.0,S,Bremer and van Kessel (1990)
29,3.8744669110262397,0.0,S,Bremer and van Kessel (1990)
30,0.0,0.0,CO2,Bremer and van Kessel (1990)
31,0.7620107242031285,1.22670052184236,CO2,Bremer and van Kessel (1990)
32,1.559062323078344,3.957098457556,CO2,Bremer and van Kessel (1990)
33,3.113472455364924,7.71634199223419,CO2,Bremer and van Kessel (1990)
34,8.110797357987188,9.16068292924213,CO2,Bremer and van Kessel (1990)
35,13.226572857198102,10.4071689433723,CO2,Bremer and van Kessel (1990)
36,,,kec,Bremer and van Kessel (1990)
37,0.7996681796261511,0.409727626459144,kec,Bremer and van Kessel (1990)
38,0.6703560017943555,0.389494163424124,kec,Bremer and van Kessel (1990)
39,0.5308510910405234,0.360311284046693,kec,Bremer and van Kessel (1990)
40,0.38978551699853164,0.33852140077821,kec,Bremer and van Kessel (1990)
41,0.3455340432476737,0.327237354085603,kec,Bremer and van Kessel (1990)
42,0.0,0.0,MBC,Bremer and van Kessel (1990)
43,0.6297127576263035,9.36719400499584,MBC,Bremer and van Kessel (1990)
44,1.1606681237696195,16.5257022656558,MBC,Bremer and van Kessel (1990)
45,2.0938952986382837,17.0778737017398,MBC,Bremer and van Kessel (1990)
46,4.968410995620215,15.7171655199614,MBC,Bremer and van Kessel (1990)
47,7.878144238112874,14.5536614224988,MBC,Bremer and van Kessel (1990)
48,2.49791840133222,2.49791840133222,S,Bremer and van Kessel (1990)
49,2.35829447163842,0.0,S,Bremer and van Kessel (1990)
50,2.226335786311012,0.0,S,Bremer and van Kessel (1990)
51,1.9836404312256268,0.0,S,Bremer and van Kessel (1990)
52,1.2460997083412704,0.0,S,Bremer and van Kessel (1990)
53,0.4869105612591935,0.0,S,Bremer and van Kessel (1990)
54,0.0,0.0,CO2,Bremer and van Kessel (1990)
55,0.0766856662786068,0.27699689202892,CO2,Bremer and van Kessel (1990)
56,0.15623657901652463,0.379881451925376,CO2,Bremer and van Kessel (1990)
57,0.3086646350848792,0.441216478017494,CO2,Bremer and van Kessel (1990)
58,0.7791081381332849,0.550036685600284,CO2,Bremer and van Kessel (1990)
59,1.2656126368972167,0.627200105522626,CO2,Bremer and van Kessel (1990)
60,,,kec,Bremer and van Kessel (1990)
61,0.7996481097546423,0.417509727626459,kec,Bremer and van Kessel (1990)
62,0.6682487231471086,0.408560311284047,kec,Bremer and van Kessel (1990)
63,0.5269214367661893,0.45875486381323,kec,Bremer and van Kessel (1990)
64,0.3875372934238442,0.488326848249027,kec,Bremer and van Kessel (1990)
65,0.34631602823933805,0.468482490272374,kec,Bremer and van Kessel (1990)
66,0.0,0.0,MBC,Bremer and van Kessel (1990)
67,0.06293826377682438,2.19685349927692,MBC,Bremer and van Kessel (1990)
68,0.11534603664142795,2.08839125290328,MBC,Bremer and van Kessel (1990)
69,0.20561333566034107,2.03514615013804,MBC,Bremer and van Kessel (1990)
70,0.4727105553761997,1.93260002629388,MBC,Bremer and van Kessel (1990)
71,0.7453952041252226,1.87146676015601,MBC,Bremer and van Kessel (1990)
0,0.0,0.0,CO2,Blagodatskaya et al. (2014)
1,3.6029562095969263,0.17541160608294,CO2,Blagodatskaya et al. (2014)
2,5.62805787201261,0.539241652067532,CO2,Blagodatskaya et al. (2014)
3,7.574048612137894,0.903432998991554,CO2,Blagodatskaya et al. (2014)
4,9.857958760826051,1.45134587360493,CO2,Blagodatskaya et al. (2014)
5,11.97855498686423,1.63127374143051,CO2,Blagodatskaya et al. (2014)
6,14.472668348412613,2.17918661604387,CO2,Blagodatskaya et al. (2014)
7,16.891212617921088,2.72746079159664,CO2,Blagodatskaya et al. (2014)
8,19.52487822155603,3.27555431667971,CO2,Blagodatskaya et al. (2014)
9,22.28643351494921,3.63938436266432,CO2,Blagodatskaya et al. (2014)
10,25.296819269782834,4.37156071637616,CO2,Blagodatskaya et al. (2014)
11,28.10115494181479,5.28854250059557,CO2,Blagodatskaya et al. (2014)
12,31.03251855985588,6.20552428481498,CO2,Blagodatskaya et al. (2014)
13,34.35804314145339,7.30640824719342,CO2,Blagodatskaya et al. (2014)
14,37.846648808184554,8.40729220957189,CO2,Blagodatskaya et al. (2014)
15,41.36081721471345,10.2454107388139,CO2,Blagodatskaya et al. (2014)
16,45.189807453289454,11.8990851384877,CO2,Blagodatskaya et al. (2014)
17,49.20179881437324,14.8426038918508,CO2,Blagodatskaya et al. (2014)
18,53.07382188643735,18.5235378625472,CO2,Blagodatskaya et al. (2014)
19,57.63180524111858,22.5724568400313,CO2,Blagodatskaya et al. (2014)
20,62.04625571329638,28.4643719094395,CO2,Blagodatskaya et al. (2014)
21,66.65467094919248,35.27760437434,CO2,Blagodatskaya et al. (2014)
22,71.46068618606256,44.3019985884221,CO2,Blagodatskaya et al. (2014)
23,76.88301481657176,53.8788219388601,CO2,Blagodatskaya et al. (2014)
24,82.12124329221517,64.1930605066314,CO2,Blagodatskaya et al. (2014)
25,87.57153366590543,76.9027243026826,CO2,Blagodatskaya et al. (2014)
26,93.47480993042427,89.2436804900673,CO2,Blagodatskaya et al. (2014)
27,99.62939737059017,96.6095227417935,CO2,Blagodatskaya et al. (2014)
28,105.78714710071829,99.7374856247248,CO2,Blagodatskaya et al. (2014)
29,112.43750364100225,102.312477419891,CO2,Blagodatskaya et al. (2014)
30,118.8007896310498,104.150776599603,CO2,Blagodatskaya et al. (2014)
31,126.49703726843671,106.172616656534,CO2,Blagodatskaya et al. (2014)
32,133.03773314557654,108.011096486715,CO2,Blagodatskaya et al. (2014)
33,140.9675655998401,109.848853715018,CO2,Blagodatskaya et al. (2014)
34,148.8575409134295,111.502528114692,CO2,Blagodatskaya et al. (2014)
35,156.35853976584062,112.788036857108,CO2,Blagodatskaya et al. (2014)
36,164.7148628583491,114.257447777684,CO2,Blagodatskaya et al. (2014)
37,173.63903701550035,115.726678047789,CO2,Blagodatskaya et al. (2014)
38,182.1178024970896,117.012006139736,CO2,Blagodatskaya et al. (2014)
39,2.4848630240650995,2.4848630240651,DNA,Blagodatskaya et al. (2014)
40,2.5613725940290775,,DNA,Blagodatskaya et al. (2014)
41,2.632640738412338,,DNA,Blagodatskaya et al. (2014)
42,2.7135060520852066,,DNA,Blagodatskaya et al. (2014)
43,2.819881470049697,,DNA,Blagodatskaya et al. (2014)
44,2.9270853711109748,,DNA,Blagodatskaya et al. (2014)
45,3.0611194828857973,,DNA,Blagodatskaya et al. (2014)
46,3.1974944072525693,,DNA,Blagodatskaya et al. (2014)
47,3.3516225073378623,,DNA,Blagodatskaya et al. (2014)
48,3.518243818162807,,DNA,Blagodatskaya et al. (2014)
49,3.7045468315398704,,DNA,Blagodatskaya et al. (2014)
50,3.8816541679923944,2.65017752763535,DNA,Blagodatskaya et al. (2014)
51,4.069805518693389,,DNA,Blagodatskaya et al. (2014)
52,4.286376998470426,,DNA,Blagodatskaya et al. (2014)
53,4.516561160806584,2.83546258786628,DNA,Blagodatskaya et al. (2014)
54,4.751055240404099,,DNA,Blagodatskaya et al. (2014)
55,5.009126415487029,,DNA,Blagodatskaya et al. (2014)
56,5.282028540473172,,DNA,Blagodatskaya et al. (2014)
57,5.547545396993747,,DNA,Blagodatskaya et al. (2014)
58,5.862498607386503,3.36097963241646,DNA,Blagodatskaya et al. (2014)
59,6.169771945213127,,DNA,Blagodatskaya et al. (2014)
60,6.4926996902162175,,DNA,Blagodatskaya et al. (2014)
61,6.831653354808927,,DNA,Blagodatskaya et al. (2014)
62,7.216584419814536,,DNA,Blagodatskaya et al. (2014)
63,7.590849415375744,4.94527303274559,DNA,Blagodatskaya et al. (2014)
64,7.982674464434082,,DNA,Blagodatskaya et al. (2014)
65,8.409753491980705,,DNA,Blagodatskaya et al. (2014)
66,8.857925358893214,,DNA,Blagodatskaya et al. (2014)
67,9.309258275726693,,DNA,Blagodatskaya et al. (2014)
68,9.799962624758475,,DNA,Blagodatskaya et al. (2014)
69,10.272652178991063,,DNA,Blagodatskaya et al. (2014)
70,10.848507998967916,,DNA,Blagodatskaya et al. (2014)
71,11.341496015474608,,DNA,Blagodatskaya et al. (2014)
72,11.94366321151582,,DNA,Blagodatskaya et al. (2014)
73,12.547741261938897,,DNA,Blagodatskaya et al. (2014)
74,13.126683200437649,,DNA,Blagodatskaya et al. (2014)
75,13.777076955256248,6.58436114918147,DNA,Blagodatskaya et al. (2014)
76,14.478136742520098,,DNA,Blagodatskaya et al. (2014)
77,15.150550918964695,,DNA,Blagodatskaya et al. (2014)
78,0.0,0.0,CO2,Blagodatskaya et al. (2014)
79,3.1108335553731274,0.579549493937988,CO2,Blagodatskaya et al. (2014)
80,4.934583103550769,0.770631414101092,CO2,Blagodatskaya et al. (2014)
81,6.839064914168689,1.15791703785436,CO2,Blagodatskaya et al. (2014)
82,8.752475256764434,1.15299224609757,CO2,Blagodatskaya et al. (2014)
83,10.752484413311937,1.93288226870144,CO2,Blagodatskaya et al. (2014)
84,12.674180192532083,1.9283514602852,CO2,Blagodatskaya et al. (2014)
85,14.946955561291055,2.51184078762864,CO2,Blagodatskaya et al. (2014)
86,17.23904364024856,2.70311969946199,CO2,Blagodatskaya et al. (2014)
87,19.642096359350276,3.28680601847572,CO2,Blagodatskaya et al. (2014)
88,22.26576878158979,3.87029534581915,CO2,Blagodatskaya et al. (2014)
89,24.698198666586606,4.65057935176354,CO2,Blagodatskaya et al. (2014)
90,27.580504352035838,5.23406867910696,CO2,Blagodatskaya et al. (2014)
91,30.253174814956548,6.01435268505137,CO2,Blagodatskaya et al. (2014)
92,33.54511443142278,7.38245983508516,CO2,Blagodatskaya et al. (2014)
93,36.6177238984162,8.35875055294946,CO2,Blagodatskaya et al. (2014)
94,39.97153697242355,10.1196590935041,CO2,Blagodatskaya et al. (2014)
95,43.63240507408471,12.0765743459786,CO2,Blagodatskaya et al. (2014)
96,47.17456498156911,14.8186983961544,CO2,Blagodatskaya et al. (2014)
97,51.037143473133966,17.75682915825,CO2,Blagodatskaya et al. (2014)
98,54.91719861771862,21.8723791335569,CO2,Blagodatskaya et al. (2014)
99,58.971592899606996,26.9689476268145,CO2,Blagodatskaya et al. (2014)
100,63.56718230555525,33.830955469043,CO2,Blagodatskaya et al. (2014)
101,68.19182518487308,41.6741788208927,CO2,Blagodatskaya et al. (2014)
102,73.22208109589316,51.4792422169736,CO2,Blagodatskaya et al. (2014)
103,78.07060671197954,62.2657181143459,CO2,Blagodatskaya et al. (2014)
104,83.12110042389001,74.2294162332591,CO2,Blagodatskaya et al. (2014)
105,88.60163739335506,85.996713656912,CO2,Blagodatskaya et al. (2014)
106,94.5440073386821,95.8017770529929,CO2,Blagodatskaya et al. (2014)
107,100.495325466882,103.056389294072,CO2,Blagodatskaya et al. (2014)
108,106.43091350920346,108.15295778733,CO2,Blagodatskaya et al. (2014)
109,113.10976933642762,111.875706372116,CO2,Blagodatskaya et al. (2014)
110,119.50624975882222,114.617830422291,CO2,Blagodatskaya et al. (2014)
111,126.40653490858813,116.771146370026,CO2,Blagodatskaya et al. (2014)
112,133.83980284574537,119.120469029681,CO2,Blagodatskaya et al. (2014)
113,140.9329238850351,120.881574561906,CO2,Blagodatskaya et al. (2014)
