,Simulation,Observation,Variable,Study
7,37.74612506802356,30.500429677586,S,Marstorp and Witter (1999)
8,36.99380462368936,,S,Marstorp and Witter (1999)
9,36.50167036020381,,S,Marstorp and Witter (1999)
10,35.77728525362948,,S,Marstorp and Witter (1999)
11,35.06912464216873,,S,Marstorp and Witter (1999)
12,34.6058380262802,19.5915168731939,S,Marstorp and Witter (1999)
13,33.923855676647676,,S,Marstorp and Witter (1999)
14,33.477670777985075,,S,Marstorp and Witter (1999)
15,32.605141341218136,,S,Marstorp and Witter (1999)
16,32.178584963781084,,S,Marstorp and Witter (1999)
17,31.550594749689257,0.890523494236081,S,Marstorp and Witter (1999)
18,31.139683369247308,,S,Marstorp and Witter (1999)
19,30.53469188481912,,S,Marstorp and Witter (1999)
20,29.748764062486213,,S,Marstorp and Witter (1999)
21,29.364471045216085,,S,Marstorp and Witter (1999)
22,28.798611346753212,0.890523494236081,S,Marstorp and Witter (1999)
23,27.88298017182707,,S,Marstorp and Witter (1999)
24,27.00051197253276,,S,Marstorp and Witter (1999)
25,25.983494777449742,,S,Marstorp and Witter (1999)
26,24.852101844421536,,S,Marstorp and Witter (1999)
27,24.07861175292964,,S,Marstorp and Witter (1999)
28,22.755153968362062,,S,Marstorp and Witter (1999)
29,20.731625519085938,0.890523494236081,S,Marstorp and Witter (1999)
30,18.020393348279267,,S,Marstorp and Witter (1999)
31,13.82546100488166,,S,Marstorp and Witter (1999)
32,11.344845565932513,,S,Marstorp and Witter (1999)
33,9.426717291110883,,S,Marstorp and Witter (1999)
34,7.8851551483797016,,S,Marstorp and Witter (1999)
35,6.638692806597522,,S,Marstorp and Witter (1999)
36,4.79521113020445,,S,Marstorp and Witter (1999)
37,4.1307991986019905,,S,Marstorp and Witter (1999)
38,3.5627332595600145,,S,Marstorp and Witter (1999)
39,3.0774797536026446,,S,Marstorp and Witter (1999)
40,2.684244855073949,,S,Marstorp and Witter (1999)
41,0.0,0.0,CO2,Marstorp and Witter (1999)
42,2.082123492166536,0.008871352656646,CO2,Marstorp and Witter (1999)
43,4.406731322660081,0.032600542098624,CO2,Marstorp and Witter (1999)
44,6.624483714686551,0.070857514413369,CO2,Marstorp and Witter (1999)
45,8.44468757272553,0.134096735238337,CO2,Marstorp and Witter (1999)
46,10.193969654533154,0.223020961602405,CO2,Marstorp and Witter (1999)
47,11.322361840150368,0.335527014861182,CO2,Marstorp and Witter (1999)
48,12.691953682912859,0.499120607792758,CO2,Marstorp and Witter (1999)
49,13.492563407643823,0.697518338062734,CO2,Marstorp and Witter (1999)
50,14.017717742878538,0.928798604420278,CO2,Marstorp and Witter (1999)
51,14.792834061629804,1.20482520589228,CO2,Marstorp and Witter (1999)
52,15.553120791311056,1.54271065806504,CO2,Marstorp and Witter (1999)
53,16.0519079354986,1.9542703817642,CO2,Marstorp and Witter (1999)
54,16.788229001395575,2.44782781468932,CO2,Marstorp and Witter (1999)
55,17.27134407276438,3.05049177740157,CO2,Marstorp and Witter (1999)
56,18.21936146619728,3.77571411521204,CO2,Marstorp and Witter (1999)
57,18.684448405111365,4.61946575147739,CO2,Marstorp and Witter (1999)
58,19.371180431436017,5.44343181739781,CO2,Marstorp and Witter (1999)
59,19.821864861297602,6.06784639660365,CO2,Marstorp and Witter (1999)
60,20.48740222111029,6.49827282310138,CO2,Marstorp and Witter (1999)
61,21.355648147099824,6.81925821001246,CO2,Marstorp and Witter (1999)
62,21.78175498266641,7.05303393220556,CO2,Marstorp and Witter (1999)
63,22.41112136078014,7.26029728613466,CO2,Marstorp and Witter (1999)
64,23.434599817560034,7.41260698189923,CO2,Marstorp and Witter (1999)
65,24.427273055664955,7.54194355675537,CO2,Marstorp and Witter (1999)
66,25.57942245115011,7.67134028608546,CO2,Marstorp and Witter (1999)
67,26.87211758963262,7.79195000633347,CO2,Marstorp and Witter (1999)
68,27.763022343827647,7.90888521122895,CO2,Marstorp and Witter (1999)
69,29.301970752292043,8.03555827965568,CO2,Marstorp and Witter (1999)
70,31.69478259171659,8.14378063415918,CO2,Marstorp and Witter (1999)
71,34.99093537731415,8.24401963062133,CO2,Marstorp and Witter (1999)
72,40.36655461061375,8.39189142211409,CO2,Marstorp and Witter (1999)
73,43.77413701734315,8.5462248862519,CO2,Marstorp and Witter (1999)
74,46.584191122842476,8.74758307598931,CO2,Marstorp and Witter (1999)
75,49.00001170297362,8.94949841073534,CO2,Marstorp and Witter (1999)
76,51.09704550375836,9.17575657421306,CO2,Marstorp and Witter (1999)
77,54.55703923214643,9.34629466696939,CO2,Marstorp and Witter (1999)
78,55.96214195619491,9.53297086831751,CO2,Marstorp and Witter (1999)
79,57.26278925736601,9.69567726232789,CO2,Marstorp and Witter (1999)
80,58.47006351257829,9.87323289962733,CO2,Marstorp and Witter (1999)
81,59.53416171633041,10.1125087777154,CO2,Marstorp and Witter (1999)
82,9.964995581495057,5.16875813885731,Flush,Marstorp and Witter (1999)
83,10.045624944283828,,Flush,Marstorp and Witter (1999)
84,10.12618241984232,14.9418265863967,Flush,Marstorp and Witter (1999)
85,10.193184718474855,,Flush,Marstorp and Witter (1999)
86,10.240569659966257,13.32497246421592,Flush,Marstorp and Witter (1999)
87,10.279293836966001,,Flush,Marstorp and Witter (1999)
88,10.30056928559533,,Flush,Marstorp and Witter (1999)
89,10.322326877336291,8.65833424738533,Flush,Marstorp and Witter (1999)
90,10.332912764510374,,Flush,Marstorp and Witter (1999)
91,10.338978639538702,,Flush,Marstorp and Witter (1999)
92,10.346633664010845,,Flush,Marstorp and Witter (1999)
93,10.35260672124907,,Flush,Marstorp and Witter (1999)
94,10.355681760684734,14.44809864078266,Flush,Marstorp and Witter (1999)
95,10.35897388074712,,Flush,Marstorp and Witter (1999)
96,10.360311142617636,,Flush,Marstorp and Witter (1999)
97,10.360996229924694,,Flush,Marstorp and Witter (1999)
98,10.360373707226646,,Flush,Marstorp and Witter (1999)
99,10.358274189887684,10.90170185862697,Flush,Marstorp and Witter (1999)
100,10.356117851926594,,Flush,Marstorp and Witter (1999)
101,10.351782647212335,,Flush,Marstorp and Witter (1999)
102,10.344017680399588,,Flush,Marstorp and Witter (1999)
103,10.33931379496743,,Flush,Marstorp and Witter (1999)
104,10.331266637809517,10.15621462063184,Flush,Marstorp and Witter (1999)
105,10.315312602719784,,Flush,Marstorp and Witter (1999)
106,10.29633985285444,,Flush,Marstorp and Witter (1999)
107,10.269834319156763,,Flush,Marstorp and Witter (1999)
108,10.234118341047525,,Flush,Marstorp and Witter (1999)
109,10.20567198422961,,Flush,Marstorp and Witter (1999)
110,10.148821401149261,,Flush,Marstorp and Witter (1999)
111,10.03980027688961,10.34730691686277,Flush,Marstorp and Witter (1999)
112,9.844448628103732,,Flush,Marstorp and Witter (1999)
113,9.395456395100489,9.732157562527451,Flush,Marstorp and Witter (1999)
114,9.012097354612145,,Flush,Marstorp and Witter (1999)
115,8.628583966110183,,Flush,Marstorp and Witter (1999)
116,8.24448704119837,,Flush,Marstorp and Witter (1999)
117,7.866706554163128,,Flush,Marstorp and Witter (1999)
118,7.146421225527044,,Flush,Marstorp and Witter (1999)
119,6.818028464126362,,Flush,Marstorp and Witter (1999)
120,6.495407137971468,,Flush,Marstorp and Witter (1999)
121,6.1801424524092745,,Flush,Marstorp and Witter (1999)
122,5.8900185174845445,8.21600715729911,Flush,Marstorp and Witter (1999)
123,1.05634021338326,1.05634021338326,DNA,Marstorp and Witter (1999)
124,1.0487455120344509,,DNA,Marstorp and Witter (1999)
125,1.039997021051566,1.05106510620032,DNA,Marstorp and Witter (1999)
126,1.0313641648109715,,DNA,Marstorp and Witter (1999)
127,1.02405290115945,1.1038161780297,DNA,Marstorp and Witter (1999)
128,1.0168201231130358,,DNA,Marstorp and Witter (1999)
129,1.0120405280376266,,DNA,Marstorp and Witter (1999)
130,1.0061122258294701,1.14074192831026,DNA,Marstorp and Witter (1999)
131,1.0025793302144774,,DNA,Marstorp and Witter (1999)
132,1.000233917796044,,DNA,Marstorp and Witter (1999)
133,0.9967303617409602,,DNA,Marstorp and Witter (1999)
134,0.9932440302950833,,DNA,Marstorp and Witter (1999)
135,0.9909292428337446,1.33592089407895,DNA,Marstorp and Witter (1999)
136,0.987471013750607,,DNA,Marstorp and Witter (1999)
137,0.9851747163343909,,DNA,Marstorp and Witter (1999)
138,0.9806038354597705,,DNA,Marstorp and Witter (1999)
139,0.9783291052143774,,DNA,Marstorp and Witter (1999)
140,0.974930196717113,1.62605178914052,DNA,Marstorp and Witter (1999)
141,0.9726729475829105,,DNA,Marstorp and Witter (1999)
142,0.969299939046118,,DNA,Marstorp and Witter (1999)
143,0.9648262632849172,,DNA,Marstorp and Witter (1999)
144,0.962599424742297,,DNA,Marstorp and Witter (1999)
145,0.9592714906033016,1.59967625322583,DNA,Marstorp and Witter (1999)
146,0.9537572941503872,,DNA,Marstorp and Witter (1999)
147,0.9482827601971997,,DNA,Marstorp and Witter (1999)
148,0.9417644498503668,,DNA,Marstorp and Witter (1999)
149,0.9342284544487138,,DNA,Marstorp and Witter (1999)
150,0.9288897746680719,,DNA,Marstorp and Witter (1999)
151,0.9193703344547255,,DNA,Marstorp and Witter (1999)
152,0.9037528968688674,1.66297753942108,DNA,Marstorp and Witter (1999)
153,0.8803762124973981,,DNA,Marstorp and Witter (1999)
154,0.8364697530282903,1.68407796815283,DNA,Marstorp and Witter (1999)
155,0.803849729212222,,DNA,Marstorp and Witter (1999)
156,0.7733416619177602,,DNA,Marstorp and Witter (1999)
157,0.74392876945366,,DNA,Marstorp and Witter (1999)
158,0.7155582227949541,,DNA,Marstorp and Witter (1999)
159,0.6617787648520296,,DNA,Marstorp and Witter (1999)
160,0.6370381894023457,,DNA,Marstorp and Witter (1999)
161,0.6124379090014449,,DNA,Marstorp and Witter (1999)
162,0.5880298879717007,,DNA,Marstorp and Witter (1999)
163,0.565183038505499,1.52054964548177,DNA,Marstorp and Witter (1999)
0,0.3614598371712011,0.42,kec,Glanville et al. (2016)
1,0.3614598371712011,0.4,kec,Glanville et al. (2016)
2,0.3614598371712011,0.39,kec,Glanville et al. (2016)
3,0.3614598371712011,0.39,kec,Glanville et al. (2016)
4,0.3614598371712011,0.37,kec,Glanville et al. (2016)
5,0.3614598371712011,,kec,Glanville et al. (2016)
6,0.3614598371712011,0.37,kec,Glanville et al. (2016)
7,0.3614598371712011,0.36,kec,Glanville et al. (2016)
8,0.3614598371712011,0.29,kec,Glanville et al. (2016)
9,0.3614598371712011,0.29,kec,Glanville et al. (2016)
10,0.3614598371712011,0.28,kec,Glanville et al. (2016)
11,0.3614598371712011,0.25,kec,Glanville et al. (2016)
12,0.3614598371712011,0.25,kec,Glanville et al. (2016)
13,0.3614598371712011,0.25,kec,Glanville et al. (2016)
14,0.3614598371712011,0.29,kec,Glanville et al. (2016)
15,0.3614598371712011,,kec,Glanville et al. (2016)
16,0.3614598371712011,0.38,kec,Glanville et al. (2016)
17,0.3614598371712011,0.36,kec,Glanville et al. (2016)
18,0.3614598371712011,0.35,kec,Glanville et al. (2016)
19,0.3614598371712011,0.34,kec,Glanville et al. (2016)
20,0.3614598371712011,0.33,kec,Glanville et al. (2016)
21,0.3614598371712011,0.31,kec,Glanville et al. (2016)
22,0.3614598371712011,0.31,kec,Glanville et al. (2016)
23,0.3614598371712011,0.28,kec,Glanville et al. (2016)
24,0.3614598371712011,0.28,kec,Glanville et al. (2016)
25,0.3614598371712011,0.28,kec,Glanville et al. (2016)
26,0.3614598371712011,0.26,kec,Glanville et al. (2016)
27,0.3614598371712011,0.21,kec,Glanville et al. (2016)
0,24.9791840133222,24.9791840133222,S,Bremer and van Kessel (1990)
1,21.82651135214862,13.9329999451555,S,Bremer and van Kessel (1990)
2,19.11234925831218,1.45836553371193,S,Bremer and van Kessel (1990)
3,14.749317812754319,0.0,S,Bremer and van Kessel (1990)
4,5.697539270534867,0.0,S,Bremer and van Kessel (1990)
5,1.235266984928776,0.0,S,Bremer and van Kessel (1990)
6,0.0,0.0,CO2,Bremer and van Kessel (1990)
7,,1.20691502955458,CO2,Bremer and van Kessel (1990)
8,,4.0560259189949,CO2,Bremer and van Kessel (1990)
9,,7.18213370046413,CO2,Bremer and van Kessel (1990)
10,,8.88368603721322,CO2,Bremer and van Kessel (1990)
11,,9.51682179042218,CO2,Bremer and van Kessel (1990)
12,0.3614598371712011,,kec,Bremer and van Kessel (1990)
13,0.3660778174360781,0.5,kec,Bremer and van Kessel (1990)
14,0.3697915769267267,0.447470817120623,kec,Bremer and van Kessel (1990)
15,0.3751002710414515,0.378599221789883,kec,Bremer and van Kessel (1990)
16,0.3809153741217857,0.359143968871595,kec,Bremer and van Kessel (1990)
17,0.3734800297140698,0.327237354085603,kec,Bremer and van Kessel (1990)
18,0.0,0.0,MBC,Bremer and van Kessel (1990)
19,0.22939011633508094,9.68272053990096,MBC,Bremer and van Kessel (1990)
20,0.4082782717164027,19.2865594460756,MBC,Bremer and van Kessel (1990)
21,0.6485184128457896,17.4525614619396,MBC,Bremer and van Kessel (1990)
22,0.8009931854141025,15.9735308295718,MBC,Bremer and van Kessel (1990)
23,0.3596188155519763,15.3621981681932,MBC,Bremer and van Kessel (1990)
24,24.9791840133222,24.9791840133222,S,Bremer and van Kessel (1990)
25,21.82651135214862,14.3592914088559,S,Bremer and van Kessel (1990)
26,19.11234925831218,4.48727856526747,S,Bremer and van Kessel (1990)
27,14.749317812754319,0.179491142610698,S,Bremer and van Kessel (1990)
28,5.697539270534867,0.0,S,Bremer and van Kessel (1990)
29,1.235266984928776,0.0,S,Bremer and van Kessel (1990)
30,0.0,0.0,CO2,Bremer and van Kessel (1990)
31,,1.22670052184236,CO2,Bremer and van Kessel (1990)
32,,3.957098457556,CO2,Bremer and van Kessel (1990)
33,,7.71634199223419,CO2,Bremer and van Kessel (1990)
34,,9.16068292924213,CO2,Bremer and van Kessel (1990)
35,,10.4071689433723,CO2,Bremer and van Kessel (1990)
36,0.3614598371712011,,kec,Bremer and van Kessel (1990)
37,0.3660778174360781,0.409727626459144,kec,Bremer and van Kessel (1990)
38,0.3697915769267267,0.389494163424124,kec,Bremer and van Kessel (1990)
39,0.3751002710414515,0.360311284046693,kec,Bremer and van Kessel (1990)
40,0.3809153741217857,0.33852140077821,kec,Bremer and van Kessel (1990)
41,0.3734800297140698,0.327237354085603,kec,Bremer and van Kessel (1990)
42,0.0,0.0,MBC,Bremer and van Kessel (1990)
43,0.22939011633508094,9.36719400499584,MBC,Bremer and van Kessel (1990)
44,0.4082782717164027,16.5257022656558,MBC,Bremer and van Kessel (1990)
45,0.6485184128457896,17.0778737017398,MBC,Bremer and van Kessel (1990)
46,0.8009931854141025,15.7171655199614,MBC,Bremer and van Kessel (1990)
47,0.3596188155519763,14.5536614224988,MBC,Bremer and van Kessel (1990)
48,24.9791840133222,2.49791840133222,S,Bremer and van Kessel (1990)
49,21.82651135214862,0.0,S,Bremer and van Kessel (1990)
50,19.11234925831218,0.0,S,Bremer and van Kessel (1990)
51,14.749317812754319,0.0,S,Bremer and van Kessel (1990)
52,5.697539270534867,0.0,S,Bremer and van Kessel (1990)
53,1.235266984928776,0.0,S,Bremer and van Kessel (1990)
54,0.0,0.0,CO2,Bremer and van Kessel (1990)
55,,0.27699689202892,CO2,Bremer and van Kessel (1990)
56,,0.379881451925376,CO2,Bremer and van Kessel (1990)
57,,0.441216478017494,CO2,Bremer and van Kessel (1990)
58,,0.550036685600284,CO2,Bremer and van Kessel (1990)
59,,0.627200105522626,CO2,Bremer and van Kessel (1990)
60,0.3614598371712011,,kec,Bremer and van Kessel (1990)
61,0.3660778174360781,0.417509727626459,kec,Bremer and van Kessel (1990)
62,0.3697915769267267,0.408560311284047,kec,Bremer and van Kessel (1990)
63,0.3751002710414515,0.45875486381323,kec,Bremer and van Kessel (1990)
64,0.3809153741217857,0.488326848249027,kec,Bremer and van Kessel (1990)
65,0.3734800297140698,0.468482490272374,kec,Bremer and van Kessel (1990)
66,0.0,0.0,MBC,Bremer and van Kessel (1990)
67,0.22939011633508094,2.19685349927692,MBC,Bremer and van Kessel (1990)
68,0.4082782717164027,2.08839125290328,MBC,Bremer and van Kessel (1990)
69,0.6485184128457896,2.03514615013804,MBC,Bremer and van Kessel (1990)
70,0.8009931854141025,1.93260002629388,MBC,Bremer and van Kessel (1990)
71,0.3596188155519763,1.87146676015601,MBC,Bremer and van Kessel (1990)
0,0.0,0.0,CO2,Blagodatskaya et al. (2014)
1,33.84721568061077,0.17541160608294,CO2,Blagodatskaya et al. (2014)
2,51.44960936661664,0.539241652067532,CO2,Blagodatskaya et al. (2014)
3,67.47863185142167,0.903432998991554,CO2,Blagodatskaya et al. (2014)
4,85.25920103206897,1.45134587360493,CO2,Blagodatskaya et al. (2014)
5,100.84229138325529,1.63127374143051,CO2,Blagodatskaya et al. (2014)
6,118.12043341598596,2.17918661604387,CO2,Blagodatskaya et al. (2014)
7,133.8815476524298,2.72746079159664,CO2,Blagodatskaya et al. (2014)
8,150.03163940416243,3.27555431667971,CO2,Blagodatskaya et al. (2014)
9,165.93641807662092,3.63938436266432,CO2,Blagodatskaya et al. (2014)
10,182.1909633377263,4.37156071637616,CO2,Blagodatskaya et al. (2014)
11,196.4157992110443,5.28854250059557,CO2,Blagodatskaya et al. (2014)
12,210.4314780941945,6.20552428481498,CO2,Blagodatskaya et al. (2014)
13,225.37889270601246,7.30640824719342,CO2,Blagodatskaya et al. (2014)
14,240.08141955182526,8.40729220957189,CO2,Blagodatskaya et al. (2014)
15,253.98462757726725,10.2454107388139,CO2,Blagodatskaya et al. (2014)
16,268.2056893785208,11.8990851384877,CO2,Blagodatskaya et al. (2014)
17,282.1779903800998,14.8426038918508,CO2,Blagodatskaya et al. (2014)
18,294.8561010094112,18.5235378625472,CO2,Blagodatskaya et al. (2014)
19,308.8726586468438,22.5724568400313,CO2,Blagodatskaya et al. (2014)
20,321.61052728013834,28.4643719094395,CO2,Blagodatskaya et al. (2014)
21,334.12254183747865,35.27760437434,CO2,Blagodatskaya et al. (2014)
22,346.40485663403166,44.3019985884221,CO2,Blagodatskaya et al. (2014)
23,359.42267859279656,53.8788219388601,CO2,Blagodatskaya et al. (2014)
24,371.2426392667331,64.1930605066314,CO2,Blagodatskaya et al. (2014)
25,382.83573856571104,76.9027243026826,CO2,Blagodatskaya et al. (2014)
26,394.6650630655025,89.2436804900673,CO2,Blagodatskaya et al. (2014)
27,406.2769862838078,96.6095227417935,CO2,Blagodatskaya et al. (2014)
28,417.2351214170312,99.7374856247248,CO2,Blagodatskaya et al. (2014)
29,428.40565892639574,102.312477419891,CO2,Blagodatskaya et al. (2014)
30,438.5133630248785,104.150776599603,CO2,Blagodatskaya et al. (2014)
31,450.05862056641377,106.172616656534,CO2,Blagodatskaya et al. (2014)
32,459.343712551227,108.011096486715,CO2,Blagodatskaya et al. (2014)
33,470.0184582957288,109.848853715018,CO2,Blagodatskaya et al. (2014)
34,480.0691904631164,111.502528114692,CO2,Blagodatskaya et al. (2014)
35,489.14974448680425,112.788036857108,CO2,Blagodatskaya et al. (2014)
36,498.77446968716544,114.257447777684,CO2,Blagodatskaya et al. (2014)
37,508.53803112391336,115.726678047789,CO2,Blagodatskaya et al. (2014)
38,517.3703814138497,117.012006139736,CO2,Blagodatskaya et al. (2014)
39,2.4848630240651,2.4848630240651,DNA,Blagodatskaya et al. (2014)
40,2.4695618054365323,,DNA,Blagodatskaya et al. (2014)
41,2.4616983411473083,,DNA,Blagodatskaya et al. (2014)
42,2.4545898571755536,,DNA,Blagodatskaya et al. (2014)
43,2.44675931538115,,DNA,Blagodatskaya et al. (2014)
44,2.439940923483261,,DNA,Blagodatskaya et al. (2014)
45,2.432425914243902,,DNA,Blagodatskaya et al. (2014)
46,2.4256089096169133,,DNA,Blagodatskaya et al. (2014)
47,2.4186581772179974,,DNA,Blagodatskaya et al. (2014)
48,2.411843861482823,,DNA,Blagodatskaya et al. (2014)
49,2.404907709253143,,DNA,Blagodatskaya et al. (2014)
50,2.398857899853021,2.65017752763535,DNA,Blagodatskaya et al. (2014)
51,2.3929127291069805,,DNA,Blagodatskaya et al. (2014)
52,2.3865863727301417,,DNA,Blagodatskaya et al. (2014)
53,2.380374446512977,2.83546258786628,DNA,Blagodatskaya et al. (2014)
54,2.374506843236368,,DNA,Blagodatskaya et al. (2014)
55,2.368508339771626,,DNA,Blagodatskaya et al. (2014)
56,2.3626144572066057,,DNA,Blagodatskaya et al. (2014)
57,2.3572631261273824,,DNA,Blagodatskaya et al. (2014)
58,2.3513394542407395,3.36097963241646,DNA,Blagodatskaya et al. (2014)
59,2.3459459908552076,,DNA,Blagodatskaya et al. (2014)
60,2.340635296290959,,DNA,Blagodatskaya et al. (2014)
61,2.335406321787326,,DNA,Blagodatskaya et al. (2014)
62,2.329843202675375,,DNA,Blagodatskaya et al. (2014)
63,2.3247695313762575,4.94527303274559,DNA,Blagodatskaya et al. (2014)
64,2.3197688416809643,,DNA,Blagodatskaya et al. (2014)
65,2.314637472522306,,DNA,Blagodatskaya et al. (2014)
66,2.3095680414060826,,DNA,Blagodatskaya et al. (2014)
67,2.304750679726474,,DNA,Blagodatskaya et al. (2014)
68,2.299802413986014,,DNA,Blagodatskaya et al. (2014)
69,2.2952885305677833,,DNA,Blagodatskaya et al. (2014)
70,2.290085478232207,,DNA,Blagodatskaya et al. (2014)
71,2.2858606588978296,,DNA,Blagodatskaya et al. (2014)
72,2.2809544056937634,,DNA,Blagodatskaya et al. (2014)
73,2.27628217893048,,DNA,Blagodatskaya et al. (2014)
74,2.2720126603864417,,DNA,Blagodatskaya et al. (2014)
75,2.267432569867669,6.58436114918147,DNA,Blagodatskaya et al. (2014)
76,2.2627235829196435,,DNA,Blagodatskaya et al. (2014)
77,2.2584042310187478,,DNA,Blagodatskaya et al. (2014)
78,0.0,0.0,CO2,Blagodatskaya et al. (2014)
79,29.27610728742045,0.579549493937988,CO2,Blagodatskaya et al. (2014)
80,45.18404969510413,0.770631414101092,CO2,Blagodatskaya et al. (2014)
81,60.8878750547335,1.15791703785436,CO2,Blagodatskaya et al. (2014)
82,75.7956113427703,1.15299224609757,CO2,Blagodatskaya et al. (2014)
83,90.51538734586026,1.93288226870144,CO2,Blagodatskaya et al. (2014)
84,103.8918782065756,1.9283514602852,CO2,Blagodatskaya et al. (2014)
85,118.82225706500401,2.51184078762864,CO2,Blagodatskaya et al. (2014)
86,132.98770838235612,2.70311969946199,CO2,Blagodatskaya et al. (2014)
87,146.96655454187305,3.28680601847572,CO2,Blagodatskaya et al. (2014)
88,161.30696487437817,3.87029534581915,CO2,Blagodatskaya et al. (2014)
89,173.82507805213544,4.65057935176354,CO2,Blagodatskaya et al. (2014)
90,187.78683851448793,5.23406867910696,CO2,Blagodatskaya et al. (2014)
91,199.9706031739812,6.01435268505137,CO2,Blagodatskaya et al. (2014)
92,214.07360420754605,7.38245983508516,CO2,Blagodatskaya et al. (2014)
93,226.4289229515796,8.35875055294946,CO2,Blagodatskaya et al. (2014)
94,239.1186021688901,10.1196590935041,CO2,Blagodatskaya et al. (2014)
95,252.1209766996447,12.0765743459786,CO2,Blagodatskaya et al. (2014)
96,263.94720431447865,14.8186983961544,CO2,Blagodatskaya et al. (2014)
97,276.0870000671198,17.75682915825,CO2,Blagodatskaya et al. (2014)
98,287.5696127682069,21.8723791335569,CO2,Blagodatskaya et al. (2014)
99,298.88458308761165,26.9689476268145,CO2,Blagodatskaya et al. (2014)
100,310.9538283957796,33.830955469043,CO2,Blagodatskaya et al. (2014)
101,322.37442925980775,41.6741788208927,CO2,Blagodatskaya et al. (2014)
102,334.06067703277574,51.4792422169736,CO2,Blagodatskaya et al. (2014)
103,344.67557276430756,62.2657181143459,CO2,Blagodatskaya et al. (2014)
104,355.1255568172745,74.2294162332591,CO2,Blagodatskaya et al. (2014)
105,365.83626293928785,85.996713656912,CO2,Blagodatskaya et al. (2014)
106,376.78708525516555,95.8017770529929,CO2,Blagodatskaya et al. (2014)
107,387.1364602511806,103.056389294072,CO2,Blagodatskaya et al. (2014)
108,396.9063697333231,108.15295778733,CO2,Blagodatskaya et al. (2014)
109,407.3084007213579,111.875706372116,CO2,Blagodatskaya et al. (2014)
110,416.74310490008867,114.617830422291,CO2,Blagodatskaya et al. (2014)
111,426.40120761061206,116.771146370026,CO2,Blagodatskaya et al. (2014)
112,436.26299411457194,119.120469029681,CO2,Blagodatskaya et al. (2014)
113,445.20190669135826,120.881574561906,CO2,Blagodatskaya et al. (2014)
114,454.7089244661496,122.838489814381,CO2,Blagodatskaya et al. (2014)
115,462.9667114333707,124.599792338276,CO2,Blagodatskaya et al. (2014)
116,472.8281402771332,126.16390620023,CO2,Blagodatskaya et al. (2014)
